job_id,employee_id,crew_id,work_date,labor_hours,labor_cost
917217,1010,4,2025-12-07,1.62,40.1
917217,1011,4,2025-12-07,0.87,16.21
917217,1012,4,2025-12-07,1.23,22.72
917381,1010,4,2025-12-08,6.74,166.81
917381,1011,4,2025-12-08,6.01,111.97
917381,1012,4,2025-12-08,6.17,113.96
916988,1013,5,2025-12-08,1.98,50.31
916988,1014,5,2025-12-08,2.9,57.13
916988,1015,5,2025-12-08,3.71,70.16
917074,1013,5,2025-12-08,1.74,44.21
917074,1014,5,2025-12-08,2.73,53.78
917074,1015,5,2025-12-08,2.23,42.17
917237,1001,1,2025-12-09,1.03,25.22
917237,1002,1,2025-12-09,0.9,19.08
917237,1003,1,2025-12-09,2.29,49.23
917618,1007,3,2025-12-10,1.87,42.34
917618,1008,3,2025-12-10,1.45,30.8
917618,1009,3,2025-12-10,4.06,81.65
917512,1010,4,2025-12-10,0.42,10.39
917512,1011,4,2025-12-10,0.31,5.78
917512,1012,4,2025-12-10,2.24,41.37
917073,1007,3,2025-12-11,20.67,467.97
917073,1008,3,2025-12-11,7.94,168.65
917073,1009,3,2025-12-11,11.47,230.66
917109,1001,1,2025-12-12,2.54,62.2
917109,1002,1,2025-12-12,2.14,45.37
917109,1003,1,2025-12-12,1.73,37.2
917556,1013,5,2025-12-12,1.38,35.07
917556,1014,5,2025-12-12,3.19,62.84
917556,1015,5,2025-12-12,1.61,30.45
917279,1010,4,2025-12-13,0.74,18.32
917279,1011,4,2025-12-13,0.63,11.74
917279,1012,4,2025-12-13,1.49,27.52
917806,1010,4,2025-12-14,1.15,28.46
917806,1011,4,2025-12-14,1.82,33.91
917806,1012,4,2025-12-14,3.14,58.0
917743,1001,1,2025-12-15,1.57,38.45
917743,1002,1,2025-12-15,0.94,19.93
917743,1003,1,2025-12-15,0.64,13.76
917259,1010,4,2025-12-16,1.22,30.2
917259,1011,4,2025-12-16,0.45,8.38
917259,1012,4,2025-12-16,1.73,31.95
917318,1013,5,2025-12-17,4.65,118.16
917318,1014,5,2025-12-17,5.35,105.39
917318,1015,5,2025-12-17,3.02,57.11
917584,1010,4,2025-12-19,1.89,46.78
917584,1011,4,2025-12-19,2.41,44.9
917584,1012,4,2025-12-19,3.12,57.63
917333,1007,3,2025-12-19,4.19,94.86
917333,1008,3,2025-12-19,1.24,26.34
917333,1009,3,2025-12-19,5.52,111.01
917337,1001,1,2025-12-20,2.22,54.37
917337,1002,1,2025-12-20,1.77,37.52
917337,1003,1,2025-12-20,2.33,50.09
917695,1007,3,2025-12-20,9.79,221.65
917695,1008,3,2025-12-20,9.83,208.79
917695,1009,3,2025-12-20,2.17,43.64
917167,1001,1,2025-12-22,1.37,33.55
917167,1002,1,2025-12-22,0.54,11.45
917167,1003,1,2025-12-22,3.56,76.54
917298,1013,5,2025-12-23,1.09,27.7
917298,1014,5,2025-12-23,1.75,34.48
917298,1015,5,2025-12-23,2.82,53.33
917609,1004,2,2025-12-24,1.46,32.0
917609,1005,2,2025-12-24,1.49,30.1
917609,1006,2,2025-12-24,1.43,28.56
917251,1004,2,2025-12-24,0.31,6.8
917251,1005,2,2025-12-24,3.68,74.34
917251,1006,2,2025-12-24,0.63,12.58
917643,1004,2,2025-12-24,1.84,40.33
917643,1005,2,2025-12-24,2.35,47.47
917643,1006,2,2025-12-24,1.37,27.36
917065,1007,3,2025-12-25,1.69,38.26
917065,1008,3,2025-12-25,4.7,99.83
917065,1009,3,2025-12-25,15.77,317.13
917425,1013,5,2025-12-26,1.17,29.73
917425,1014,5,2025-12-26,2.57,50.63
917425,1015,5,2025-12-26,1.41,26.66
917086,1001,1,2025-12-26,6.34,155.27
917086,1002,1,2025-12-26,12.6,267.12
917086,1003,1,2025-12-26,16.22,348.73
917286,1004,2,2025-12-28,1.55,33.98
917286,1005,2,2025-12-28,0.16,3.23
917286,1006,2,2025-12-28,2.79,55.72
917717,1013,5,2025-12-28,1.3,33.03
917717,1014,5,2025-12-28,2.72,53.58
917717,1015,5,2025-12-28,2.4,45.38
917293,1010,4,2025-12-29,2.21,54.7
917293,1011,4,2025-12-29,1.5,27.95
917293,1012,4,2025-12-29,0.44,8.13
917594,1010,4,2026-01-01,0.96,23.76
917594,1011,4,2026-01-01,1.1,20.49
917594,1012,4,2026-01-01,0.44,8.13
917168,1001,1,2026-01-02,1.2,29.39
917168,1002,1,2026-01-02,0.96,20.35
917168,1003,1,2026-01-02,1.74,37.41
917187,1004,2,2026-01-03,1.6,35.07
917187,1005,2,2026-01-03,2.5,50.5
917187,1006,2,2026-01-03,2.05,40.94
917437,1004,2,2026-01-04,1.52,33.32
917437,1005,2,2026-01-04,1.0,20.2
917437,1006,2,2026-01-04,1.09,21.77
917753,1004,2,2026-01-04,3.76,82.42
917753,1005,2,2026-01-04,2.79,56.36
917753,1006,2,2026-01-04,3.29,65.7
917206,1007,3,2026-01-04,5.32,120.44
917206,1008,3,2026-01-04,1.93,40.99
917206,1009,3,2026-01-04,5.17,103.97
917466,1004,2,2026-01-05,1.6,35.07
917466,1005,2,2026-01-05,2.95,59.59
917466,1006,2,2026-01-05,1.24,24.76
917429,1001,1,2026-01-05,1.97,48.25
917429,1002,1,2026-01-05,0.32,6.78
917429,1003,1,2026-01-05,1.11,23.87
917496,1010,4,2026-01-05,1.72,42.57
917496,1011,4,2026-01-05,0.43,8.01
917496,1012,4,2026-01-05,1.22,22.53
917144,1001,1,2026-01-06,0.87,21.31
917144,1002,1,2026-01-06,0.56,11.87
917144,1003,1,2026-01-06,2.43,52.25
917731,1004,2,2026-01-07,2.97,65.1
917731,1005,2,2026-01-07,2.98,60.2
917731,1006,2,2026-01-07,1.39,27.76
917158,1004,2,2026-01-07,2.95,64.66
917158,1005,2,2026-01-07,0.89,17.98
917158,1006,2,2026-01-07,2.41,48.13
917249,1007,3,2026-01-08,5.25,118.86
917249,1008,3,2026-01-08,2.57,54.59
917249,1009,3,2026-01-08,1.33,26.75
917486,1010,4,2026-01-10,13.56,335.61
917486,1011,4,2026-01-10,37.47,698.07
917486,1012,4,2026-01-10,15.46,285.55
916965,1010,4,2026-01-11,20.02,495.5
916965,1011,4,2026-01-11,11.73,218.53
916965,1012,4,2026-01-11,24.54,453.25
917404,1001,1,2026-01-11,2.67,65.39
917404,1002,1,2026-01-11,2.38,50.46
917404,1003,1,2026-01-11,0.64,13.76
917204,1010,4,2026-01-12,1.18,29.2
917204,1011,4,2026-01-12,1.4,26.08
917204,1012,4,2026-01-12,2.09,38.6
916970,1010,4,2026-01-13,0.78,19.3
916970,1011,4,2026-01-13,0.88,16.39
916970,1012,4,2026-01-13,2.62,48.39
917262,1010,4,2026-01-16,1.08,26.73
917262,1011,4,2026-01-16,1.3,24.22
917262,1012,4,2026-01-16,0.5,9.23
917403,1004,2,2026-01-16,2.47,54.14
917403,1005,2,2026-01-16,1.74,35.15
917403,1006,2,2026-01-16,1.89,37.74
917770,1004,2,2026-01-18,0.71,15.56
917770,1005,2,2026-01-18,1.63,32.93
917770,1006,2,2026-01-18,0.79,15.78
917536,1007,3,2026-01-18,4.49,101.65
917536,1008,3,2026-01-18,6.19,131.48
917536,1009,3,2026-01-18,1.21,24.33
917235,1001,1,2026-01-19,1.85,45.31
917235,1002,1,2026-01-19,1.42,30.1
917235,1003,1,2026-01-19,2.35,50.52
917567,1004,2,2026-01-20,3.32,72.77
917567,1005,2,2026-01-20,1.23,24.85
917567,1006,2,2026-01-20,2.91,58.11
917025,1004,2,2026-01-20,1.02,22.36
917025,1005,2,2026-01-20,0.37,7.47
917025,1006,2,2026-01-20,1.88,37.54
917363,1007,3,2026-01-20,0.64,14.49
917363,1008,3,2026-01-20,5.52,117.24
917363,1009,3,2026-01-20,2.65,53.29
917644,1004,2,2026-01-22,1.65,36.17
917644,1005,2,2026-01-22,0.54,10.91
917644,1006,2,2026-01-22,2.41,48.13
917675,1010,4,2026-01-22,1.27,31.43
917675,1011,4,2026-01-22,0.58,10.81
917675,1012,4,2026-01-22,0.57,10.53
917452,1001,1,2026-01-23,11.56,283.1
917452,1002,1,2026-01-23,5.33,113.0
917452,1003,1,2026-01-23,4.51,96.96
916987,1007,3,2026-01-27,0.77,17.43
916987,1008,3,2026-01-27,1.56,33.13
916987,1009,3,2026-01-27,3.05,61.34
917431,1004,2,2026-01-27,2.79,61.16
917431,1005,2,2026-01-27,1.03,20.81
917431,1006,2,2026-01-27,1.54,30.75
917738,1004,2,2026-01-28,2.81,61.6
917738,1005,2,2026-01-28,2.13,43.03
917738,1006,2,2026-01-28,1.26,25.16
917295,1013,5,2026-01-28,74.48,1892.54
917295,1014,5,2026-01-28,22.69,446.99
917295,1015,5,2026-01-28,59.34,1122.12
917071,1010,4,2026-01-29,6.39,158.15
917071,1011,4,2026-01-29,3.77,70.24
917071,1012,4,2026-01-29,11.13,205.57
917234,1007,3,2026-01-30,2.76,62.49
917234,1008,3,2026-01-30,2.61,55.44
917234,1009,3,2026-01-30,1.96,39.42
916971,1013,5,2026-01-31,1.78,45.23
916971,1014,5,2026-01-31,0.55,10.84
916971,1015,5,2026-01-31,1.0,18.91
917608,1010,4,2026-01-31,1.15,28.46
917608,1011,4,2026-01-31,2.01,37.45
917608,1012,4,2026-01-31,3.14,58.0
917460,1013,5,2026-02-04,5.71,145.09
917460,1014,5,2026-02-04,4.8,94.56
917460,1015,5,2026-02-04,10.8,204.23
902486,1007,3,2026-02-05,0.21,4.75
902486,1008,3,2026-02-05,0.55,11.68
902486,1009,3,2026-02-05,0.28,5.63
905608,1004,2,2026-02-05,0.61,13.37
905608,1005,2,2026-02-05,0.05,1.01
905608,1006,2,2026-02-05,0.19,3.79
904337,1001,1,2026-02-05,0.25,6.12
904337,1002,1,2026-02-05,0.37,7.84
904337,1003,1,2026-02-05,0.33,7.1
907169,1010,4,2026-02-05,0.31,7.67
907169,1011,4,2026-02-05,0.41,7.64
907169,1012,4,2026-02-05,0.33,6.1
901193,1007,3,2026-02-05,0.22,4.98
901193,1008,3,2026-02-05,0.31,6.58
901193,1009,3,2026-02-05,0.52,10.46
900447,1001,1,2026-02-05,0.24,5.88
900447,1002,1,2026-02-05,0.09,1.91
900447,1003,1,2026-02-05,0.43,9.24
914364,1013,5,2026-02-05,0.17,4.32
914364,1014,5,2026-02-05,0.13,2.56
914364,1015,5,2026-02-05,0.59,11.16
915166,1007,3,2026-02-05,0.21,4.75
915166,1008,3,2026-02-05,0.22,4.67
915166,1009,3,2026-02-05,0.34,6.84
916276,1013,5,2026-02-05,0.32,8.13
916276,1014,5,2026-02-05,0.26,5.12
916276,1015,5,2026-02-05,0.22,4.16
910916,1013,5,2026-02-05,0.23,5.84
910916,1014,5,2026-02-05,0.31,6.11
910916,1015,5,2026-02-05,0.2,3.78
913580,1004,2,2026-02-05,0.43,9.43
913580,1005,2,2026-02-05,0.18,3.64
913580,1006,2,2026-02-05,0.64,12.78
908479,1010,4,2026-02-06,0.36,8.91
908479,1011,4,2026-02-06,0.28,5.22
908479,1012,4,2026-02-06,0.14,2.59
915204,1010,4,2026-02-06,0.43,10.64
915204,1011,4,2026-02-06,0.27,5.03
915204,1012,4,2026-02-06,0.42,7.76
909371,1007,3,2026-02-06,0.37,8.38
909371,1008,3,2026-02-06,0.32,6.8
909371,1009,3,2026-02-06,0.46,9.25
914787,1001,1,2026-02-06,0.37,9.06
914787,1002,1,2026-02-06,0.48,10.18
914787,1003,1,2026-02-06,0.48,10.32
916510,1007,3,2026-02-06,0.84,19.02
916510,1008,3,2026-02-06,0.36,7.65
916510,1009,3,2026-02-06,0.74,14.88
911188,1004,2,2026-02-06,0.34,7.45
911188,1005,2,2026-02-06,0.14,2.83
911188,1006,2,2026-02-06,0.23,4.59
914402,1007,3,2026-02-06,0.3,6.79
914402,1008,3,2026-02-06,0.67,14.23
914402,1009,3,2026-02-06,0.11,2.21
901155,1004,2,2026-02-06,0.27,5.92
901155,1005,2,2026-02-06,0.52,10.5
901155,1006,2,2026-02-06,0.21,4.19
909551,1001,1,2026-02-06,0.28,6.86
909551,1002,1,2026-02-06,0.25,5.3
909551,1003,1,2026-02-06,0.74,15.91
913854,1010,4,2026-02-06,0.23,5.69
913854,1011,4,2026-02-06,0.33,6.15
913854,1012,4,2026-02-06,0.09,1.66
900277,1007,3,2026-02-06,0.36,8.15
900277,1008,3,2026-02-06,0.3,6.37
900277,1009,3,2026-02-06,0.34,6.84
903970,1004,2,2026-02-06,0.32,7.01
903970,1005,2,2026-02-06,0.36,7.27
903970,1006,2,2026-02-06,0.21,4.19
916792,1004,2,2026-02-06,0.24,5.26
916792,1005,2,2026-02-06,0.26,5.25
916792,1006,2,2026-02-06,0.44,8.79
903593,1004,2,2026-02-06,0.44,9.64
903593,1005,2,2026-02-06,0.24,4.85
903593,1006,2,2026-02-06,0.48,9.59
901023,1001,1,2026-02-06,0.23,5.63
901023,1002,1,2026-02-06,0.39,8.27
901023,1003,1,2026-02-06,0.29,6.23
907875,1004,2,2026-02-06,0.27,5.92
907875,1005,2,2026-02-06,0.28,5.66
907875,1006,2,2026-02-06,0.2,3.99
904441,1004,2,2026-02-06,0.32,7.01
904441,1005,2,2026-02-06,0.31,6.26
904441,1006,2,2026-02-06,0.28,5.59
907668,1001,1,2026-02-06,0.4,9.8
907668,1002,1,2026-02-06,0.1,2.12
907668,1003,1,2026-02-06,0.36,7.74
903659,1001,1,2026-02-06,0.42,10.29
903659,1002,1,2026-02-06,0.12,2.54
903659,1003,1,2026-02-06,0.54,11.61
901636,1001,1,2026-02-07,0.26,6.37
901636,1002,1,2026-02-07,0.09,1.91
901636,1003,1,2026-02-07,0.41,8.81
917028,1001,1,2026-02-07,0.8,19.59
917028,1002,1,2026-02-07,1.02,21.62
917028,1003,1,2026-02-07,0.83,17.84
905126,1004,2,2026-02-07,0.5,10.96
905126,1005,2,2026-02-07,0.47,9.49
905126,1006,2,2026-02-07,0.13,2.6
905306,1010,4,2026-02-07,0.62,15.35
905306,1011,4,2026-02-07,0.3,5.59
905306,1012,4,2026-02-07,0.08,1.48
904544,1013,5,2026-02-07,0.4,10.16
904544,1014,5,2026-02-07,0.17,3.35
904544,1015,5,2026-02-07,0.44,8.32
902213,1007,3,2026-02-07,0.15,3.4
902213,1008,3,2026-02-07,0.54,11.47
902213,1009,3,2026-02-07,1.17,23.53
915692,1007,3,2026-02-07,0.2,4.53
915692,1008,3,2026-02-07,0.49,10.41
915692,1009,3,2026-02-07,0.05,1.01
915033,1007,3,2026-02-07,0.14,3.17
915033,1008,3,2026-02-07,0.88,18.69
915033,1009,3,2026-02-07,0.58,11.66
914533,1001,1,2026-02-07,0.39,9.55
914533,1002,1,2026-02-07,0.16,3.39
914533,1003,1,2026-02-07,0.21,4.51
915892,1001,1,2026-02-07,0.51,12.49
915892,1002,1,2026-02-07,0.24,5.09
915892,1003,1,2026-02-07,0.07,1.51
915420,1001,1,2026-02-07,0.55,13.47
915420,1002,1,2026-02-07,0.25,5.3
915420,1003,1,2026-02-07,0.03,0.65
907065,1013,5,2026-02-07,0.17,4.32
907065,1014,5,2026-02-07,0.2,3.94
907065,1015,5,2026-02-07,0.41,7.75
915627,1013,5,2026-02-07,0.18,4.57
915627,1014,5,2026-02-07,0.24,4.73
915627,1015,5,2026-02-07,0.52,9.83
906350,1007,3,2026-02-07,0.23,5.21
906350,1008,3,2026-02-07,0.27,5.73
906350,1009,3,2026-02-07,0.32,6.44
916407,1007,3,2026-02-08,0.17,3.85
916407,1008,3,2026-02-08,0.57,12.11
916407,1009,3,2026-02-08,0.41,8.25
907837,1007,3,2026-02-08,0.88,19.92
907837,1008,3,2026-02-08,0.64,13.59
907837,1009,3,2026-02-08,0.5,10.05
904582,1004,2,2026-02-08,0.37,8.11
904582,1005,2,2026-02-08,0.26,5.25
904582,1006,2,2026-02-08,0.12,2.4
909654,1001,1,2026-02-08,0.4,9.8
909654,1002,1,2026-02-08,0.45,9.54
909654,1003,1,2026-02-08,0.15,3.23
902704,1013,5,2026-02-08,0.4,10.16
902704,1014,5,2026-02-08,0.25,4.92
902704,1015,5,2026-02-08,0.19,3.59
901674,1004,2,2026-02-08,0.5,10.96
901674,1005,2,2026-02-08,0.22,4.44
901674,1006,2,2026-02-08,0.13,2.6
906493,1004,2,2026-02-08,0.11,2.41
906493,1005,2,2026-02-08,0.29,5.86
906493,1006,2,2026-02-08,0.41,8.19
904270,1001,1,2026-02-08,0.25,6.12
904270,1002,1,2026-02-08,0.2,4.24
904270,1003,1,2026-02-08,0.31,6.67
917224,1010,4,2026-02-08,1.65,40.84
917224,1011,4,2026-02-08,2.61,48.62
917224,1012,4,2026-02-08,1.65,30.48
909306,1013,5,2026-02-08,0.37,9.4
909306,1014,5,2026-02-08,0.38,7.49
909306,1015,5,2026-02-08,0.25,4.73
914711,1001,1,2026-02-08,0.36,8.82
914711,1002,1,2026-02-08,0.43,9.12
914711,1003,1,2026-02-08,0.21,4.51
912767,1004,2,2026-02-08,0.62,13.59
912767,1005,2,2026-02-08,0.06,1.21
912767,1006,2,2026-02-08,0.23,4.59
905673,1004,2,2026-02-08,0.21,4.6
905673,1005,2,2026-02-08,0.33,6.67
905673,1006,2,2026-02-08,0.36,7.19
913068,1001,1,2026-02-08,0.13,3.18
913068,1002,1,2026-02-08,0.17,3.6
913068,1003,1,2026-02-08,0.57,12.25
912486,1007,3,2026-02-08,0.16,3.62
912486,1008,3,2026-02-08,0.48,10.2
912486,1009,3,2026-02-08,0.38,7.64
912287,1004,2,2026-02-08,0.26,5.7
912287,1005,2,2026-02-08,0.42,8.48
912287,1006,2,2026-02-08,0.1,2.0
901976,1001,1,2026-02-08,0.13,3.18
901976,1002,1,2026-02-08,0.1,2.12
901976,1003,1,2026-02-08,0.63,13.54
904958,1004,2,2026-02-08,0.62,13.59
904958,1005,2,2026-02-08,0.26,5.25
904958,1006,2,2026-02-08,0.34,6.79
912561,1001,1,2026-02-08,0.11,2.69
912561,1002,1,2026-02-08,0.21,4.45
912561,1003,1,2026-02-08,0.63,13.54
901778,1001,1,2026-02-08,0.62,15.18
901778,1002,1,2026-02-08,0.3,6.36
901778,1003,1,2026-02-08,0.16,3.44
906624,1007,3,2026-02-09,0.18,4.08
906624,1008,3,2026-02-09,0.46,9.77
906624,1009,3,2026-02-09,0.28,5.63
916754,1004,2,2026-02-09,0.16,3.51
916754,1005,2,2026-02-09,0.26,5.25
916754,1006,2,2026-02-09,0.42,8.39
900381,1004,2,2026-02-09,0.18,3.95
900381,1005,2,2026-02-09,0.36,7.27
900381,1006,2,2026-02-09,0.31,6.19
901429,1007,3,2026-02-09,0.58,13.13
901429,1008,3,2026-02-09,0.24,5.1
901429,1009,3,2026-02-09,0.07,1.41
908994,1001,1,2026-02-09,0.12,2.94
908994,1002,1,2026-02-09,0.26,5.51
908994,1003,1,2026-02-09,1.12,24.08
914467,1013,5,2026-02-09,0.23,5.84
914467,1014,5,2026-02-09,0.39,7.68
914467,1015,5,2026-02-09,0.23,4.35
912598,1001,1,2026-02-09,0.25,6.12
912598,1002,1,2026-02-09,0.27,5.72
912598,1003,1,2026-02-09,0.24,5.16
906727,1001,1,2026-02-09,0.16,3.92
906727,1002,1,2026-02-09,0.08,1.7
906727,1003,1,2026-02-09,0.83,17.84
909513,1013,5,2026-02-09,0.89,22.61
909513,1014,5,2026-02-09,0.32,6.3
909513,1015,5,2026-02-09,0.77,14.56
902146,1007,3,2026-02-09,0.51,11.55
902146,1008,3,2026-02-09,0.32,6.8
902146,1009,3,2026-02-09,0.18,3.62
910501,1001,1,2026-02-09,0.33,8.08
910501,1002,1,2026-02-09,0.31,6.57
910501,1003,1,2026-02-09,0.2,4.3
901532,1001,1,2026-02-09,0.27,6.61
901532,1002,1,2026-02-09,0.26,5.51
901532,1003,1,2026-02-09,0.17,3.66
906765,1007,3,2026-02-09,0.23,5.21
906765,1008,3,2026-02-09,0.29,6.16
906765,1009,3,2026-02-09,0.72,14.48
913684,1010,4,2026-02-09,0.27,6.68
913684,1011,4,2026-02-09,0.31,5.78
913684,1012,4,2026-02-09,0.16,2.96
905411,1013,5,2026-02-09,0.43,10.93
905411,1014,5,2026-02-09,0.34,6.7
905411,1015,5,2026-02-09,0.26,4.92
902280,1001,1,2026-02-09,0.27,6.61
902280,1002,1,2026-02-09,0.47,9.96
902280,1003,1,2026-02-09,0.34,7.31
905477,1001,1,2026-02-09,0.21,5.14
905477,1002,1,2026-02-09,0.4,8.48
905477,1003,1,2026-02-09,0.12,2.58
908008,1013,5,2026-02-09,0.71,18.04
908008,1014,5,2026-02-09,0.09,1.77
908008,1015,5,2026-02-09,0.17,3.21
911328,1010,4,2026-02-09,0.95,23.51
911328,1011,4,2026-02-09,0.22,4.1
911328,1012,4,2026-02-09,0.11,2.03
909616,1010,4,2026-02-09,0.19,4.7
909616,1011,4,2026-02-09,0.18,3.35
909616,1012,4,2026-02-09,0.37,6.83
909268,1007,3,2026-02-09,0.31,7.02
909268,1008,3,2026-02-09,0.47,9.98
909268,1009,3,2026-02-09,0.24,4.83
900891,1010,4,2026-02-09,0.33,8.17
900891,1011,4,2026-02-09,0.27,5.03
900891,1012,4,2026-02-09,0.32,5.91
913957,1001,1,2026-02-09,0.3,7.35
913957,1002,1,2026-02-09,0.7,14.84
913957,1003,1,2026-02-09,0.48,10.32
901740,1004,2,2026-02-10,0.29,6.36
901740,1005,2,2026-02-10,0.24,4.85
901740,1006,2,2026-02-10,0.27,5.39
915826,1007,3,2026-02-10,0.61,13.81
915826,1008,3,2026-02-10,0.35,7.43
915826,1009,3,2026-02-10,0.07,1.41
914060,1010,4,2026-02-10,0.21,5.2
914060,1011,4,2026-02-10,0.33,6.15
914060,1012,4,2026-02-10,0.23,4.25
908928,1001,1,2026-02-10,0.47,11.51
908928,1002,1,2026-02-10,0.61,12.93
908928,1003,1,2026-02-10,0.74,15.91
904750,1001,1,2026-02-10,0.49,12.0
904750,1002,1,2026-02-10,0.39,8.27
904750,1003,1,2026-02-10,0.25,5.38
900853,1007,3,2026-02-10,0.21,4.75
900853,1008,3,2026-02-10,0.21,4.46
900853,1009,3,2026-02-10,0.83,16.69
912524,1010,4,2026-02-10,0.7,17.32
912524,1011,4,2026-02-10,0.61,11.36
912524,1012,4,2026-02-10,0.47,8.68
906559,1004,2,2026-02-10,0.27,5.92
906559,1005,2,2026-02-10,0.4,8.08
906559,1006,2,2026-02-10,0.09,1.8
910539,1010,4,2026-02-10,0.33,8.17
910539,1011,4,2026-02-10,0.28,5.22
910539,1012,4,2026-02-10,0.15,2.77
909475,1007,3,2026-02-10,0.65,14.72
909475,1008,3,2026-02-10,0.2,4.25
909475,1009,3,2026-02-10,0.02,0.4
913817,1007,3,2026-02-10,0.34,7.7
913817,1008,3,2026-02-10,0.66,14.02
913817,1009,3,2026-02-10,1.04,20.91
912420,1007,3,2026-02-10,0.46,10.41
912420,1008,3,2026-02-10,0.66,14.02
912420,1009,3,2026-02-10,0.8,16.09
908647,1007,3,2026-02-10,0.14,3.17
908647,1008,3,2026-02-10,0.31,6.58
908647,1009,3,2026-02-10,0.57,11.46
902080,1007,3,2026-02-10,0.35,7.92
902080,1008,3,2026-02-10,0.47,9.98
902080,1009,3,2026-02-10,0.14,2.82
904403,1001,1,2026-02-10,0.58,14.2
904403,1002,1,2026-02-10,0.15,3.18
904403,1003,1,2026-02-10,0.15,3.23
906171,1013,5,2026-02-10,0.33,8.39
906171,1014,5,2026-02-10,0.29,5.71
906171,1015,5,2026-02-10,0.16,3.03
905344,1001,1,2026-02-10,0.29,7.1
905344,1002,1,2026-02-10,0.12,2.54
905344,1003,1,2026-02-10,0.37,7.96
908271,1004,2,2026-02-10,0.63,13.81
908271,1005,2,2026-02-10,0.3,6.06
908271,1006,2,2026-02-10,0.06,1.2
910435,1013,5,2026-02-10,0.35,8.89
910435,1014,5,2026-02-10,0.15,2.95
910435,1015,5,2026-02-10,0.23,4.35
910369,1013,5,2026-02-10,0.26,6.61
910369,1014,5,2026-02-10,0.22,4.33
910369,1015,5,2026-02-10,0.35,6.62
915486,1007,3,2026-02-10,0.25,5.66
915486,1008,3,2026-02-10,0.29,6.16
915486,1009,3,2026-02-10,0.44,8.85
911226,1001,1,2026-02-11,0.2,4.9
911226,1002,1,2026-02-11,0.31,6.57
911226,1003,1,2026-02-11,0.34,7.31
913476,1013,5,2026-02-11,0.43,10.93
913476,1014,5,2026-02-11,0.28,5.52
913476,1015,5,2026-02-11,0.2,3.78
915759,1007,3,2026-02-11,0.42,9.51
915759,1008,3,2026-02-11,0.66,14.02
915759,1009,3,2026-02-11,0.57,11.46
907469,1004,2,2026-02-11,0.15,3.29
907469,1005,2,2026-02-11,0.15,3.03
907469,1006,2,2026-02-11,0.68,13.58
903830,1004,2,2026-02-11,0.46,10.08
903830,1005,2,2026-02-11,0.22,4.44
903830,1006,2,2026-02-11,0.15,3.0
911938,1007,3,2026-02-11,0.56,12.68
911938,1008,3,2026-02-11,0.23,4.89
911938,1009,3,2026-02-11,0.27,5.43
911731,1004,2,2026-02-11,0.58,12.71
911731,1005,2,2026-02-11,0.19,3.84
911731,1006,2,2026-02-11,0.05,1.0
907366,1001,1,2026-02-11,0.39,9.55
907366,1002,1,2026-02-11,0.08,1.7
907366,1003,1,2026-02-11,0.31,6.67
916238,1007,3,2026-02-11,0.08,1.81
916238,1008,3,2026-02-11,0.57,12.11
916238,1009,3,2026-02-11,0.21,4.22
908413,1001,1,2026-02-11,0.45,11.02
908413,1002,1,2026-02-11,0.41,8.69
908413,1003,1,2026-02-11,0.15,3.23
909230,1004,2,2026-02-11,0.29,6.36
909230,1005,2,2026-02-11,0.44,8.89
909230,1006,2,2026-02-11,0.38,7.59
908073,1004,2,2026-02-11,0.4,8.77
908073,1005,2,2026-02-11,0.41,8.28
908073,1006,2,2026-02-11,0.07,1.4
913171,1007,3,2026-02-11,0.56,12.68
913171,1008,3,2026-02-11,0.19,4.04
913171,1009,3,2026-02-11,0.34,6.84
907942,1001,1,2026-02-11,0.26,6.37
907942,1002,1,2026-02-11,0.48,10.18
907942,1003,1,2026-02-11,0.13,2.79
908347,1010,4,2026-02-11,0.18,4.46
908347,1011,4,2026-02-11,0.3,5.59
908347,1012,4,2026-02-11,0.23,4.25
917378,1001,1,2026-02-11,2.62,64.16
917378,1002,1,2026-02-11,1.59,33.71
917378,1003,1,2026-02-11,1.18,25.37
907301,1010,4,2026-02-11,0.05,1.24
907301,1011,4,2026-02-11,0.56,10.43
907301,1012,4,2026-02-11,0.2,3.69
901297,1004,2,2026-02-11,0.54,11.84
901297,1005,2,2026-02-11,0.22,4.44
901297,1006,2,2026-02-11,0.12,2.4
902836,1007,3,2026-02-11,0.41,9.28
902836,1008,3,2026-02-11,0.4,8.5
902836,1009,3,2026-02-11,0.12,2.41
906803,1013,5,2026-02-11,0.21,5.34
906803,1014,5,2026-02-11,0.06,1.18
906803,1015,5,2026-02-11,0.51,9.64
908309,1007,3,2026-02-11,0.24,5.43
908309,1008,3,2026-02-11,0.47,9.98
908309,1009,3,2026-02-11,0.35,7.04
908722,1001,1,2026-02-11,0.08,1.96
908722,1002,1,2026-02-11,0.22,4.66
908722,1003,1,2026-02-11,0.5,10.75
910982,1001,1,2026-02-12,0.14,3.43
910982,1002,1,2026-02-12,0.47,9.96
910982,1003,1,2026-02-12,0.22,4.73
906274,1007,3,2026-02-12,0.14,3.17
906274,1008,3,2026-02-12,0.32,6.8
906274,1009,3,2026-02-12,0.39,7.84
905907,1007,3,2026-02-12,0.34,7.7
905907,1008,3,2026-02-12,0.35,7.43
905907,1009,3,2026-02-12,0.33,6.64
910133,1010,4,2026-02-12,0.17,4.21
910133,1011,4,2026-02-12,0.23,4.28
910133,1012,4,2026-02-12,0.35,6.46
915242,1007,3,2026-02-12,0.47,10.64
