estimate_id,customer_id,service_id,estimate_date,quoted_revenue,quoted_labor_hours,quoted_material_cost,estimate_status,won_date
50811,191,8,2026-04-25,902.16,10.67,106.67,Won,2026-05-01
50812,191,10,2025-07-07,4065.35,41.24,1512.71,Expired,
50813,191,3,2025-05-04,908.55,12.42,215.18,Won,2025-05-10
50814,193,10,2025-06-02,2238.38,27.0,732.5,Won,2025-06-07
50815,193,8,2025-06-11,582.51,6.93,65.98,Lost,
50816,193,3,2025-08-12,618.68,8.74,157.16,Won,2025-08-17
50817,194,8,2025-05-01,535.36,6.53,61.67,Won,2025-05-02
50818,194,10,2025-07-25,1771.18,18.68,601.11,Won,2025-07-31
50819,194,3,2026-04-11,452.65,4.63,132.65,Won,2026-04-12
50820,194,5,2025-11-21,214.07,2.94,22.88,Won,2025-11-24
50821,195,7,2026-08-03,5934.84,57.28,2092.35,Won,2026-08-07
50822,195,5,2026-05-15,289.11,3.2,29.16,Won,2026-05-19
50823,195,8,2025-04-21,462.1,5.33,68.49,Lost,
50824,195,8,2025-10-14,368.84,2.89,44.34,Lost,
50825,195,6,2026-08-07,2562.48,28.44,924.79,Lost,
50826,196,6,2026-07-26,2458.73,26.04,950.18,Won,2026-07-30
50827,196,8,2026-01-04,337.02,3.82,40.9,Lost,
50828,197,10,2025-06-27,3625.87,43.4,1108.91,Won,2025-06-29
50829,197,6,2025-06-23,5035.75,50.28,1846.0,Won,2025-06-28
50830,197,8,2026-05-30,809.5,8.17,89.0,Won,2026-05-31
50831,197,3,2026-05-10,825.24,11.23,195.5,Lost,
50832,199,9,2025-08-27,514.26,5.0,152.79,Lost,
50833,199,6,2025-09-11,4009.53,42.88,1372.32,Lost,
50834,199,4,2025-10-14,429.37,4.93,85.85,Won,2025-10-21
50835,200,4,2025-10-02,534.72,6.23,124.05,Lost,
50836,200,10,2025-04-19,2696.26,32.31,980.1,Lost,
50837,200,7,2026-04-13,5036.65,50.37,1957.27,Won,2026-04-16
50838,200,4,2025-08-08,473.07,5.48,109.22,Won,2025-08-09
50839,200,5,2026-01-12,489.98,6.01,49.82,Won,2026-01-13
50840,200,6,2026-06-25,3180.09,27.54,1108.25,Won,2026-06-30
50841,201,9,2026-08-14,346.45,3.47,93.42,Lost,
50842,201,5,2025-11-02,256.46,2.87,23.67,Lost,
50843,201,10,2025-05-13,1589.2,17.32,653.82,Won,2025-05-18
50844,201,10,2026-01-18,2554.66,28.16,833.12,Won,2026-01-20
50845,203,6,2025-09-02,3151.79,28.0,1356.99,Lost,
50846,203,3,2026-04-08,757.62,10.89,227.42,Won,2026-04-09
50847,203,5,2026-01-29,458.92,5.76,46.76,Won,2026-02-05
50848,203,10,2026-03-09,3009.78,34.88,958.83,Won,2026-03-12
50849,203,10,2025-08-29,2881.46,27.7,1165.81,Won,2025-09-05
50850,203,5,2025-10-23,562.92,6.27,59.82,Expired,
50851,203,10,2025-02-15,3531.79,42.73,1094.83,Won,2025-02-16
50852,203,5,2026-03-27,448.18,5.04,40.22,Expired,
50853,204,8,2026-08-16,384.88,4.21,50.61,Won,2026-08-18
50854,204,9,2026-04-06,281.4,2.75,79.9,Lost,
50855,204,10,2026-08-27,2901.17,32.52,1007.2,Expired,
50856,204,3,2026-06-07,497.65,4.83,119.48,Won,2026-06-09
50857,205,10,2026-03-11,2161.75,23.02,684.94,Won,2026-03-17
50858,205,6,2025-04-18,3951.61,32.21,1203.08,Won,2025-04-25
50859,205,3,2025-08-07,703.51,8.12,177.6,Won,2025-08-13
50860,205,7,2025-08-09,8385.54,80.17,3106.92,Won,2025-08-16
50861,206,10,2025-03-30,1857.89,22.74,678.54,Lost,
50862,206,3,2025-09-21,430.63,5.72,95.35,Won,2025-09-28
50863,206,8,2026-01-27,588.72,6.58,73.47,Won,2026-01-28
50864,207,8,2026-04-05,589.95,6.3,82.54,Lost,
50865,207,3,2025-01-20,808.6,11.11,240.32,Won,2025-01-23
50866,207,7,2026-08-24,7367.96,68.72,2631.53,Won,2026-08-28
50867,207,5,2026-04-01,332.86,4.54,38.95,Won,2026-04-05
50868,207,7,2026-08-25,7458.68,64.55,2631.86,Lost,
50869,207,6,2026-05-30,4761.95,47.14,1866.72,Lost,
50870,208,6,2025-07-24,7277.17,75.55,2564.77,Expired,
50871,208,8,2026-04-10,1120.4,12.88,161.85,Lost,
50872,209,9,2026-07-17,243.71,2.6,56.1,Lost,
50873,209,7,2025-03-08,4001.87,36.25,1642.27,Lost,
50874,209,5,2025-12-21,345.02,3.89,39.5,Expired,
50875,209,8,2026-01-12,406.22,4.5,56.41,Lost,
50876,209,9,2026-02-05,253.02,2.34,76.82,Expired,
50877,210,10,2026-07-28,2397.28,23.06,935.0,Expired,
50878,210,10,2025-11-16,1870.98,20.51,729.29,Won,2025-11-17
50879,210,6,2025-05-03,2456.58,25.88,1002.1,Won,2025-05-05
50880,210,3,2025-04-13,509.81,7.07,167.16,Expired,
50881,211,3,2025-02-24,685.59,7.78,188.4,Won,2025-02-25
50882,211,9,2025-04-03,324.47,2.86,80.01,Won,2025-04-04
50883,211,6,2026-02-27,3902.33,42.75,1664.43,Expired,
50884,211,6,2025-06-29,3131.55,33.42,1120.16,Won,2025-07-04
50885,212,4,2025-09-12,454.56,5.47,98.29,Expired,
50886,212,6,2026-07-15,2895.66,30.45,1082.62,Lost,
50887,212,4,2025-10-26,452.3,5.02,105.17,Lost,
50888,212,9,2026-07-06,379.76,3.46,106.34,Lost,
50889,212,3,2025-09-04,595.57,8.6,151.91,Won,2025-09-09
50890,212,9,2026-06-22,428.14,4.46,125.0,Won,2026-06-25
50891,212,6,2026-06-03,4410.77,45.28,1572.79,Lost,
50892,212,9,2025-07-27,429.54,4.19,120.66,Won,2025-07-28
50893,212,6,2025-05-30,2670.18,27.9,1039.39,Lost,
50894,213,3,2025-10-06,1319.59,17.8,383.73,Won,2025-10-07
50895,213,7,2026-07-21,11556.46,118.75,4001.56,Expired,
50896,214,10,2025-02-19,4228.09,45.25,1576.46,Lost,
50897,214,6,2025-08-18,6648.62,55.95,2887.55,Lost,
50898,214,3,2026-02-17,1158.16,15.35,323.46,Expired,
50899,215,8,2025-05-17,1483.6,14.74,184.37,Expired,
50900,215,8,2026-07-23,1093.99,12.93,163.63,Won,2026-07-30
50901,215,9,2026-07-29,483.84,4.77,135.35,Lost,
50902,215,10,2026-05-24,4098.24,48.91,1507.86,Won,2026-05-26
50903,216,10,2026-04-18,2296.17,23.16,690.64,Won,2026-04-25
50904,216,8,2026-07-02,474.93,4.94,68.53,Won,2026-07-09
50905,217,6,2026-07-21,2754.49,28.17,1099.76,Lost,
50906,217,6,2026-04-27,3410.58,36.34,1219.0,Won,2026-05-04
50907,217,3,2025-11-10,702.54,9.1,187.57,Won,2025-11-16
50908,218,10,2025-10-28,4159.57,46.22,1274.97,Won,2025-11-01
50909,218,3,2026-02-03,834.82,9.51,239.43,Expired,
50910,219,3,2025-10-19,763.59,9.14,230.43,Won,2025-10-25
50911,219,3,2025-03-05,842.34,10.65,243.41,Lost,
50912,219,3,2025-03-28,1171.23,14.42,415.01,Won,2025-04-03
50913,219,10,2026-04-20,2930.82,32.28,1039.61,Lost,
50914,219,6,2026-08-23,4565.01,40.31,1250.4,Won,2026-08-25
50915,219,4,2025-10-02,512.88,6.56,94.83,Expired,
50916,219,5,2025-11-10,368.5,4.93,25.25,Lost,
50917,220,8,2026-04-07,492.81,5.8,74.39,Expired,
50918,220,10,2026-07-13,2843.51,34.77,950.67,Lost,
50919,220,6,2026-08-10,4023.91,40.92,1211.62,Won,2026-08-17
50920,220,8,2026-08-01,745.06,8.96,101.99,Lost,
50921,221,6,2026-04-20,6963.28,74.68,2367.62,Lost,
50922,221,7,2026-05-29,11168.41,113.55,3907.25,Lost,
50923,221,9,2025-03-11,466.75,4.45,154.6,Won,2025-03-16
50924,221,6,2025-06-11,6463.31,62.93,2461.68,Won,2025-06-17
50925,221,10,2025-08-13,3736.01,41.93,1481.64,Lost,
50926,222,3,2025-03-28,727.56,9.31,211.42,Lost,
50927,222,8,2026-06-06,666.24,7.19,71.22,Won,2026-06-11
50928,222,3,2025-10-16,657.86,9.96,213.29,Lost,
50929,222,3,2025-08-26,847.27,10.41,235.58,Lost,
50930,222,9,2026-04-23,286.53,2.44,67.12,Won,2026-04-29
50931,222,5,2025-12-27,455.78,5.58,43.95,Won,2025-12-30
50932,222,5,2025-12-24,364.86,4.93,35.35,Won,2025-12-29
50933,223,4,2026-08-27,407.45,5.06,106.39,Won,2026-09-02
50934,223,6,2025-01-16,1949.48,18.78,675.38,Lost,
50935,224,4,2025-09-30,331.19,4.0,73.61,Lost,
50936,225,3,2025-08-19,623.46,8.65,167.83,Won,2025-08-20
50937,226,7,2025-05-28,8462.4,81.29,3423.39,Lost,
50938,226,8,2025-09-01,906.24,9.11,93.62,Lost,
50939,226,4,2026-06-12,485.7,5.63,124.12,Lost,
50940,226,3,2025-04-27,508.66,6.79,137.05,Won,2025-04-28
50941,227,6,2025-11-21,3365.32,33.76,1215.82,Lost,
50942,227,7,2025-09-06,4957.25,44.78,1745.15,Lost,
50943,228,3,2026-05-09,549.87,6.85,122.97,Won,2026-05-16
50944,228,10,2025-06-13,3449.29,42.13,1174.43,Lost,
50945,228,6,2025-03-10,3151.03,29.52,1178.29,Won,2025-03-14
50946,228,6,2026-07-30,3915.85,46.74,1489.78,Won,2026-08-01
50947,228,6,2026-08-26,2825.68,28.16,1153.72,Lost,
50948,228,4,2026-08-30,611.93,7.98,134.11,Won,2026-09-01
50949,228,5,2025-10-16,558.43,6.77,50.94,Lost,
50950,228,4,2025-09-02,502.96,6.33,115.01,Won,2025-09-07
50951,229,9,2026-07-01,201.03,1.88,57.2,Won,2026-07-06
50952,229,7,2025-09-09,5755.27,52.05,1877.52,Won,2025-09-14
50953,229,4,2025-08-30,505.8,5.67,102.15,Won,2025-08-31
50954,229,10,2026-07-18,1604.58,15.51,580.5,Won,2026-07-22
50955,229,3,2025-04-25,394.75,4.41,100.66,Won,2025-05-02
50956,229,5,2026-04-15,350.18,4.29,31.97,Won,2026-04-16
50957,230,5,2025-11-09,561.33,7.45,50.46,Expired,
50958,230,6,2025-04-01,7901.99,85.69,2657.34,Lost,
50959,230,9,2025-06-17,819.26,8.27,221.03,Won,2025-06-18
50960,230,10,2025-05-26,4025.09,42.74,1357.75,Expired,
50961,231,3,2026-06-06,827.96,11.29,239.32,Lost,
50962,231,6,2025-04-19,3871.88,37.43,1481.69,Won,2025-04-25
50963,231,9,2025-05-20,320.9,2.94,71.84,Expired,
50964,232,6,2026-08-12,2823.26,27.07,1009.88,Lost,
50965,232,10,2026-05-06,1643.35,17.51,465.58,Won,2026-05-12
50966,232,4,2025-09-07,332.44,4.11,78.76,Won,2025-09-10
50967,232,4,2025-11-09,474.76,5.51,117.15,Won,2025-11-10
50968,232,6,2025-09-06,3132.65,24.92,1145.23,Lost,
50969,232,7,2025-04-28,5531.26,52.87,2270.91,Won,2025-04-30
50970,233,3,2026-04-27,635.89,7.82,175.14,Won,2026-04-30
50971,233,4,2025-09-24,584.01,7.14,119.1,Expired,
50972,233,5,2025-11-27,408.39,5.37,40.25,Lost,
50973,233,4,2025-09-07,370.86,4.03,88.15,Won,2025-09-09
50974,233,5,2025-12-03,364.14,4.85,35.22,Won,2025-12-09
50975,234,7,2026-07-22,6290.54,56.84,2299.15,Lost,
50976,234,3,2026-05-06,498.73,5.91,103.39,Won,2026-05-08
50977,234,10,2025-09-16,2241.98,23.47,704.06,Won,2025-09-20
50978,234,10,2026-01-25,2531.28,26.86,960.51,Lost,
50979,234,4,2025-10-19,414.16,5.25,86.98,Won,2025-10-22
50980,234,5,2025-12-11,302.38,3.71,28.27,Won,2025-12-17
50981,235,6,2025-07-01,3633.18,37.18,1465.06,Lost,
50982,235,9,2026-08-24,317.63,2.62,69.35,Won,2026-08-28
50983,235,6,2025-05-31,2056.64,20.5,739.23,Lost,
50984,235,8,2025-04-16,349.04,3.81,46.12,Won,2025-04-23
50985,235,3,2026-05-26,464.05,6.73,120.6,Lost,
50986,235,3,2026-01-04,539.81,5.99,137.65,Won,2026-01-05
50987,235,9,2025-05-01,205.75,2.07,54.85,Expired,
50988,235,4,2025-10-02,383.42,4.21,80.77,Won,2025-10-09
50989,235,4,2025-09-02,341.94,3.92,86.74,Won,2025-09-08
50990,236,5,2025-10-06,628.03,8.7,58.43,Lost,
50991,236,3,2026-03-25,950.18,13.79,278.96,Won,2026-03-26
50992,236,6,2025-07-03,5909.11,60.69,2118.34,Lost,
50993,236,4,2025-09-01,729.62,8.73,178.59,Lost,
50994,236,3,2025-08-23,1227.46,13.16,301.59,Lost,
50995,236,6,2025-10-11,6643.88,65.54,2093.37,Won,2025-10-14
50996,236,6,2026-06-23,7551.14,64.19,2833.95,Lost,
50997,236,10,2025-10-19,4876.82,56.3,1551.15,Won,2025-10-23
50998,236,6,2025-01-27,6867.85,70.16,2203.15,Lost,
50999,237,10,2025-06-22,2199.62,22.33,756.7,Lost,
51000,237,5,2025-12-11,349.01,4.25,42.13,Won,2025-12-12
51001,237,10,2025-03-02,2805.59,27.95,702.09,Lost,
51002,237,7,2025-04-04,8556.28,84.24,3514.9,Won,2025-04-07
51003,238,5,2025-10-23,249.85,3.05,25.57,Lost,
51004,238,3,2026-03-30,579.02,6.39,181.29,Won,2026-04-03
51005,238,4,2025-10-03,386.51,4.48,89.24,Won,2025-10-08
51006,239,9,2026-07-26,307.02,2.56,85.23,Won,2026-08-01
51007,239,4,2025-09-02,331.28,4.0,77.58,Lost,
51008,239,3,2026-08-01,699.52,9.75,196.27,Won,2026-08-08
51009,239,3,2025-03-20,570.85,7.35,160.35,Lost,
51010,240,6,2026-07-16,2707.62,24.85,902.25,Won,2026-07-18
51011,240,9,2025-08-05,237.39,2.0,52.72,Won,2025-08-12
51012,240,6,2025-05-09,2784.35,30.31,923.39,Lost,
51013,240,6,2026-06-29,2539.49,24.44,948.3,Lost,
51014,241,5,2025-10-30,343.24,4.25,34.97,Lost,
51015,241,10,2025-05-03,1281.2,13.73,391.24,Won,2025-05-04
51016,241,3,2025-09-06,546.08,6.98,174.98,Won,2025-09-09
51017,241,10,2025-06-29,2360.06,28.62,904.76,Expired,
51018,241,8,2025-05-18,446.28,4.21,56.19,Lost,
51019,241,3,2026-04-04,621.73,9.12,164.03,Won,2026-04-05
51020,242,10,2025-09-11,2479.23,30.99,881.92,Lost,
51021,242,9,2025-04-29,345.64,3.52,100.92,Lost,
51022,242,8,2026-06-03,468.09,5.29,53.75,Won,2026-06-09
51023,242,10,2025-05-26,3920.06,41.55,1192.06,Lost,
51024,242,10,2026-08-24,2285.76,25.21,774.56,Won,2026-08-30
51025,242,6,2025-10-04,3770.32,38.61,1380.19,Lost,
51026,243,3,2025-04-05,539.44,7.1,132.24,Won,2025-04-06
51027,244,5,2025-11-07,282.87,3.62,31.25,Won,2025-11-08
51028,244,3,2026-05-05,525.53,6.52,121.75,Won,2026-05-10
51029,244,6,2025-09-09,2448.4,21.01,817.3,Won,2025-09-11
51030,245,3,2026-04-27,850.52,9.21,239.78,Lost,
51031,245,10,2026-01-01,2250.99,23.79,776.87,Won,2026-01-03
51032,245,6,2025-11-28,3792.57,35.25,1269.68,Lost,
51033,246,3,2025-05-18,535.08,6.7,135.09,Won,2025-05-25
51034,246,3,2025-02-19,773.24,9.38,216.09,Lost,
51035,247,5,2025-02-16,466.53,6.33,40.45,Lost,
51036,247,10,2025-07-15,2247.03,24.48,886.58,Won,2025-07-18
51037,247,3,2025-11-06,728.88,11.49,194.91,Won,2025-11-07
51038,247,10,2026-07-14,2947.0,38.69,1106.58,Lost,
51039,247,9,2025-08-08,342.97,3.64,104.97,Lost,
51040,248,10,2025-09-19,4281.39,37.0,1430.77,Lost,
51041,248,6,2025-02-18,5136.88,54.78,1713.85,Lost,
51042,248,9,2025-07-26,703.07,7.6,155.31,Expired,
51043,248,3,2026-03-15,1534.44,21.54,478.15,Lost,
51044,249,6,2025-05-14,4646.92,39.88,1504.18,Lost,
51045,249,10,2026-03-10,2488.6,29.61,819.68,Expired,
51046,249,3,2026-05-15,627.11,7.63,205.62,Won,2026-05-16
51047,249,6,2026-05-12,3737.59,36.47,1546.06,Lost,
51048,249,5,2025-11-12,344.55,4.67,35.55,Expired,
51049,249,10,2025-05-13,3590.64,43.61,1046.84,Won,2025-05-16
51050,249,9,2025-07-13,432.08,4.49,106.53,Won,2025-07-15
51051,251,3,2026-05-05,739.91,9.92,206.35,Won,2026-05-06
51052,251,8,2025-03-18,391.79,4.33,47.66,Lost,
51053,251,10,2026-01-08,1863.29,18.67,574.23,Won,2026-01-15
51054,251,7,2025-04-18,4598.66,37.41,1767.17,Lost,
51055,251,4,2025-10-03,381.8,4.07,85.64,Won,2025-10-05
51056,251,10,2025-07-19,2628.41,28.54,970.88,Won,2025-07-20
51057,251,6,2026-04-22,3222.04,30.94,1092.44,Lost,
51058,252,8,2025-04-12,394.72,4.59,51.87,Won,2025-04-15
51059,252,3,2025-04-07,582.17,8.04,154.63,Expired,
51060,252,6,2025-06-24,2340.95,21.69,813.22,Lost,
51061,253,3,2025-05-16,648.62,7.21,151.94,Lost,
51062,253,10,2026-07-30,2949.98,33.91,1209.49,Expired,
51063,253,9,2026-06-10,336.86,3.24,78.61,Won,2026-06-16
51064,254,4,2025-07-28,583.22,6.67,125.17,Won,2025-08-03
51065,254,5,2025-12-17,465.17,5.34,53.09,Won,2025-12-24
51066,254,6,2026-04-03,3505.17,33.35,1313.02,Won,2026-04-09
51067,254,3,2025-10-19,800.21,10.55,228.04,Lost,
51068,255,8,2026-05-12,410.57,3.65,53.15,Lost,
51069,255,8,2025-07-15,518.09,5.57,77.01,Won,2025-07-20
51070,255,6,2025-05-17,2962.11,27.3,912.99,Won,2025-05-19
51071,255,8,2026-05-31,465.36,5.38,57.46,Expired,
51072,255,5,2025-11-07,253.98,2.97,26.11,Won,2025-11-10
51073,256,6,2025-02-11,2613.5,25.93,1002.83,Lost,
51074,256,7,2025-08-30,4417.98,35.96,1755.19,Won,2025-09-05
51075,256,3,2026-05-05,556.43,6.61,142.52,Won,2026-05-07
51076,257,6,2025-04-14,2312.03,23.32,683.99,Won,2025-04-20
51077,258,8,2026-03-18,694.16,7.54,98.02,Won,2026-03-25
51078,258,4,2025-09-28,589.19,6.31,117.29,Won,2025-09-30
51079,258,3,2025-03-20,712.08,9.09,153.87,Lost,
51080,259,3,2025-06-26,1018.63,13.61,274.55,Lost,
51081,259,8,2025-10-10,893.48,8.35,126.02,Won,2025-10-13
51082,259,7,2026-03-19,11989.94,113.59,3737.51,Expired,
51083,259,6,2026-05-13,4560.31,47.73,1514.14,Won,2026-05-18
51084,259,8,2025-06-22,1030.37,10.5,107.3,Lost,
51085,260,4,2025-08-22,826.07,8.43,176.81,Won,2025-08-28
51086,260,7,2026-04-10,9959.6,101.49,4056.61,Expired,
51087,260,9,2025-10-30,509.28,4.06,130.54,Won,2025-11-06
51088,260,8,2026-05-14,1212.08,12.79,156.37,Won,2026-05-16
51089,260,6,2026-02-26,6733.27,67.12,1973.41,Won,2026-03-04
51090,260,10,2026-03-07,4672.84,51.68,1402.17,Won,2026-03-13
51091,261,5,2025-01-03,241.4,3.07,26.34,Won,2025-01-06
51092,261,9,2025-08-07,249.6,2.28,65.18,Won,2025-08-13
51093,261,10,2025-08-30,1996.2,21.78,687.58,Won,2025-09-04
51094,261,7,2025-05-05,3904.81,35.6,1284.4,Expired,
51095,262,7,2025-12-31,8009.01,73.47,2975.31,Won,2026-01-04
51096,262,6,2025-09-11,4623.04,44.87,1869.48,Won,2025-09-18
51097,262,7,2025-07-10,10445.71,89.58,3892.75,Expired,
51098,262,6,2025-09-30,2882.58,29.12,1021.17,Won,2025-10-07
51099,262,9,2025-04-07,388.42,3.77,92.67,Lost,
51100,263,9,2026-08-26,170.21,1.53,47.15,Won,2026-08-30
51101,264,8,2026-05-29,537.1,5.68,77.91,Lost,
51102,264,6,2025-06-20,2865.25,29.21,1025.85,Expired,
51103,264,3,2025-03-07,566.72,6.91,150.09,Lost,
51104,265,4,2025-09-06,615.42,7.12,161.23,Lost,
51105,266,7,2025-05-22,6577.59,55.06,2515.54,Won,2025-05-23
51106,266,4,2025-10-21,389.12,4.08,69.65,Won,2025-10-25
51107,267,4,2025-10-20,768.72,8.94,167.41,Won,2025-10-27
51108,267,6,2025-10-22,6283.05,64.1,2526.4,Lost,
51109,267,4,2025-10-15,674.0,7.44,127.19,Won,2025-10-21
51110,267,5,2025-01-04,580.69,7.4,67.42,Won,2025-01-06
51111,268,4,2026-08-19,335.12,3.45,78.43,Won,2026-08-26
51112,268,4,2025-10-21,330.54,3.93,68.15,Won,2025-10-23
51113,268,6,2025-04-21,3791.37,41.14,1405.56,Expired,
51114,268,5,2026-01-22,315.93,3.49,30.98,Lost,
51115,269,6,2025-10-13,2772.61,25.96,1097.5,Lost,
51116,269,8,2025-08-02,344.47,3.5,44.2,Won,2025-08-07
51117,270,5,2025-12-19,299.68,4.08,26.36,Won,2025-12-23
51118,270,3,2025-03-08,498.92,7.27,146.34,Lost,
51119,270,7,2026-06-23,6641.35,61.96,2385.26,Won,2026-06-28
51120,270,3,2026-07-10,550.31,6.76,168.68,Won,2026-07-17
51121,270,4,2025-08-01,503.91,5.52,119.63,Won,2025-08-06
51122,271,6,2025-10-29,2578.24,28.06,848.21,Won,2025-11-02
51123,271,4,2025-08-14,329.57,4.39,67.39,Expired,
51124,271,9,2026-04-21,221.22,1.8,61.01,Won,2026-04-28
51125,272,3,2026-03-19,709.18,8.69,197.62,Won,2026-03-22
51126,272,3,2025-09-04,781.03,9.99,201.74,Won,2025-09-09
51127,272,3,2025-05-13,629.46,8.64,167.93,Won,2025-05-20
51128,273,9,2025-03-24,327.7,2.75,104.75,Lost,
51129,273,4,2025-08-28,291.53,3.25,70.81,Won,2025-09-02
51130,273,10,2026-02-22,2175.65,22.09,626.74,Won,2026-03-01
51131,274,9,2025-10-25,434.67,4.14,92.89,Won,2025-11-01
51132,274,8,2025-05-05,645.09,6.21,90.35,Won,2025-05-12
51133,274,7,2025-04-09,9953.12,91.27,4234.69,Lost,
51134,275,6,2025-10-08,2759.48,33.13,997.4,Lost,
51135,275,7,2026-05-05,4980.68,46.12,2062.05,Won,2026-05-06
51136,275,10,2025-05-08,1576.51,17.06,568.98,Expired,
51137,275,10,2025-05-01,1911.86,21.95,802.03,Expired,
51138,275,6,2025-08-28,3419.77,30.16,1314.51,Won,2025-08-30
51139,276,3,2025-11-05,766.83,10.85,215.33,Lost,
51140,276,3,2026-04-08,748.47,9.53,188.78,Won,2026-04-15
51141,276,5,2025-11-05,312.32,4.29,31.03,Won,2025-11-11
51142,276,8,2025-01-14,622.8,7.32,78.28,Lost,
51143,276,6,2026-02-04,3570.61,36.28,1276.46,Expired,
51144,276,3,2025-10-18,695.06,8.77,201.41,Lost,
51145,277,8,2025-04-16,459.18,5.19,58.15,Lost,
51146,277,5,2025-10-25,321.05,3.92,37.03,Won,2025-10-27
51147,277,6,2026-06-11,2311.83,24.8,879.64,Won,2026-06-14
51148,278,6,2026-06-23,2568.65,24.36,968.71,Lost,
51149,278,7,2026-05-31,6444.45,63.32,2208.36,Won,2026-06-02
51150,279,9,2026-06-25,203.04,1.91,56.82,Lost,
51151,279,4,2026-04-15,439.87,5.24,97.92,Won,2026-04-21
51152,279,10,2026-06-21,2444.28,27.19,895.43,Expired,
51153,279,5,2025-09-27,352.34,4.86,34.97,Won,2025-09-28
51154,280,4,2026-08-30,420.28,4.84,90.16,Won,2026-09-05
51155,280,6,2025-06-30,3313.99,33.08,1329.82,Won,2025-07-07
51156,280,9,2025-04-18,316.89,2.78,90.51,Lost,
51157,280,5,2025-11-03,294.55,3.52,28.8,Won,2025-11-04
51158,280,7,2026-04-04,4414.24,39.75,1632.74,Won,2026-04-07
51159,280,10,2025-09-05,2119.9,25.69,565.44,Won,2025-09-10
51160,280,9,2026-05-19,311.02,2.62,83.67,Lost,
51161,281,8,2025-07-25,419.77,5.17,52.08,Lost,
51162,281,6,2025-03-25,3126.1,29.67,1045.22,Lost,
51163,282,3,2025-05-31,1253.18,16.51,336.95,Lost,
51164,282,5,2025-01-04,690.34,7.65,62.07,Lost,
51165,282,3,2026-04-03,1149.92,15.24,299.67,Lost,
51166,282,6,2026-04-04,5552.73,56.81,2085.28,Won,2026-04-08
51167,283,4,2025-08-10,724.49,7.79,187.73,Won,2025-08-15
51168,283,8,2026-08-02,991.42,10.33,101.89,Lost,
51169,283,10,2025-05-25,4328.0,43.35,1361.4,Won,2025-05-29
51170,283,7,2026-08-03,9302.09,82.42,3472.52,Won,2026-08-06
51171,283,5,2025-10-05,595.49,6.74,63.58,Won,2025-10-12
51172,283,5,2025-11-06,609.04,7.21,56.53,Won,2025-11-11
51173,283,4,2025-10-17,869.85,10.56,201.89,Lost,
51174,283,3,2026-01-18,1189.5,13.99,338.96,Won,2026-01-19
51175,284,6,2026-07-29,2974.43,34.84,1146.29,Lost,
51176,284,6,2025-11-23,2789.35,31.1,1015.94,Lost,
51177,285,6,2025-10-29,3855.5,46.55,1188.86,Expired,
51178,285,6,2025-09-28,3854.62,38.97,1449.5,Won,2025-10-05
51179,286,8,2026-06-21,584.97,6.97,75.21,Won,2026-06-27
51180,286,8,2026-08-29,363.48,4.36,48.11,Lost,
51181,286,3,2025-08-24,779.87,10.76,233.65,Expired,
51182,286,9,2025-09-14,260.38,2.47,68.87,Won,2025-09-15
51183,286,6,2025-03-22,3292.43,30.36,997.71,Won,2025-03-23
51184,286,8,2025-03-10,410.88,4.83,59.09,Won,2025-03-15
51185,286,6,2025-04-25,2272.19,23.4,878.7,Won,2025-05-01
51186,287,8,2026-04-10,435.0,4.56,62.39,Lost,
51187,287,10,2026-06-22,1695.51,18.94,548.15,Won,2026-06-27
51188,287,6,2025-10-03,3312.27,37.14,1222.83,Won,2025-10-10
51189,288,8,2025-12-21,607.21,7.32,78.24,Won,2025-12-26
51190,288,4,2025-09-02,306.67,3.59,68.87,Expired,
51191,288,8,2025-10-19,490.64,5.13,51.93,Expired,
51192,288,8,2026-04-16,428.22,4.95,52.44,Lost,
51193,288,4,2025-09-20,283.26,3.45,59.98,Lost,
51194,289,10,2025-09-18,1497.83,17.5,549.02,Lost,
51195,289,8,2026-05-29,597.04,7.23,70.6,Won,2026-05-30
51196,290,5,2025-05-06,311.34,3.8,28.78,Won,2025-05-09
51197,290,3,2026-05-30,533.98,7.01,137.73,Won,2026-06-03
51198,290,8,2025-04-26,535.36,4.94,66.15,Won,2025-05-02
51199,291,7,2025-06-11,8270.02,85.22,2960.96,Won,2025-06-12
51200,291,10,2025-09-06,1742.85,15.88,573.73,Won,2025-09-10
51201,293,4,2026-08-11,302.03,3.49,71.51,Won,2026-08-13
51202,293,8,2025-07-31,499.36,5.79,67.59,Lost,
51203,293,7,2026-05-26,6241.44,61.72,2318.37,Won,2026-05-30
51204,293,10,2025-03-21,2446.97,26.63,793.03,Lost,
51205,294,7,2026-07-10,12102.62,128.81,4650.66,Won,2026-07-12
51206,294,4,2025-09-16,791.46,8.03,181.62,Lost,
51207,294,3,2026-04-09,932.96,12.71,261.63,Won,2026-04-14
51208,294,4,2025-09-23,458.52,5.55,92.06,Won,2025-09-26
51209,294,6,2025-09-02,4471.94,40.01,1656.9,Won,2025-09-03
51210,294,8,2026-03-10,806.92,9.46,101.19,Expired,
51211,294,4,2025-09-18,719.33,9.57,163.97,Won,2025-09-21
51212,295,6,2025-04-01,4077.98,44.35,1450.29,Expired,
51213,295,5,2025-01-23,427.35,5.81,40.64,Won,2025-01-30
51214,295,8,2025-09-01,556.67,5.76,82.75,Won,2025-09-07
51215,295,3,2026-05-25,610.97,8.42,190.7,Lost,
